,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,rating
22992,US,"This full-bodied wine is complex and detailed from the spicy perfume to the finish, and rich and satisfying in the middle. Aromas like black tea and rhubarb lead to ripe and deep cherry and slightly tangy raspberry flavors that are lifted by moderate tannins and linger on the finish.",Vintner's Reserve,92,20.0,California,California,California Other,Jim Gordon,@gordone_cellars,Kendall-Jackson 2014 Vintner's Reserve Pinot Noir (California),Pinot Noir,Kendall-Jackson,High
76295,US,"Strong scents of vanilla and fresh-baked pastry inform this wine, with a floral, lightly soapy character to the aromas. It is pleasant enough, but fades quickly.",H3,85,15.0,Washington,Horse Heaven Hills,Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Crest 2009 H3 Cabernet Sauvignon (Horse Heaven Hills),Cabernet Sauvignon,Columbia Crest,Low
16680,US,"Made in the Pride style, this is a big, powerful wine that should age well. It's enormously ripe, with flamboyant cassis, cherry pie filling, milk chocolate, licorice and smoky oak flavors that are wrapped into thoroughly modern, softly refined tannins. Just beautiful, and should develop through 2012.",,93,56.0,California,Sonoma-Napa,Napa-Sonoma,,,Pride Mountain 2006 Merlot (Sonoma-Napa),Merlot,Pride Mountain,High
62984,Italy,"Alluring graphite, apricot and flint aromas jump out of the glass, but the rounded palate is less expressive, evoking mature yellow peach, dried herb and grapefruit. A bitter, nutty note marks the close.",,87,26.0,Northeastern Italy,Collio,,Kerin O’Keefe,@kerinokeefe,Schiopetto 2015 Friulano (Collio),Friulano,Schiopetto,Low
76623,US,"Black cherry aromas are dwarfed by notes of wilted flowers and turned earth. Red and black fruit flavors are shy on the palate, with grippy tannins following through to the finish.",,83,24.0,North Carolina,Swan Creek,,Alexander Peartree,,Raffaldini 2012 Montepulciano (Swan Creek),Montepulciano,Raffaldini,Low
57550,Italy,"Here is a fresh and straightforward expression of Pinot Grigio with vibrant notes of exotic fruit, papaya and pear. In the mouth, the wine tastes lean, crisp and very cooling.",,86,12.0,Northeastern Italy,Delle Venezie,,,,Paladin 2007 Pinot Grigio (Delle Venezie),Pinot Grigio,Paladin,Low
57143,US,Pressed apple and pear notes are brightened by a kiss of yellow cherries and lemon in this delicate wine. The palate has a pleasant roundness despite its light-bodied frame. The finish is brisk.,Barrel Select,86,25.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Domaine LeSeurre 2013 Barrel Select Chardonnay (Finger Lakes),Chardonnay,Domaine LeSeurre,Low
54316,US,"From a winery whose Cabernets have struggled over the years comes this release from Napa's Howell Mountain. It's dry and tannic and very fruity in blackberries and black currants, but not particularly subtle right now. Feels somewhat common despite its pedigreed appellation. Try the cellar.",,86,65.0,California,Howell Mountain,Napa,,,Sojourn 2007 Cabernet Sauvignon (Howell Mountain),Cabernet Sauvignon,Sojourn,Low
68000,France,"A rich, smooth wine, all ripe black fruit and soft tannins. It has weight and depth, but is ready to drink now.",,87,15.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château Arnaucosse 2011  Bordeaux,Bordeaux-style Red Blend,Château Arnaucosse,Low
27026,New Zealand,"Like the other 2013 Chardonnays from Kumeu River, this boasts crisp acids. Melon and lime notes dominate at first, slowly being overtaken by zesty pineapple fruit on the finish. Quaffable now, but sure to deepen and round out with a few years of aging. Drink now–2020.",Hunting Hill,91,49.0,Kumeu,,,Joe Czerwinski,@JoeCz,Kumeu River 2013 Hunting Hill Chardonnay (Kumeu),Chardonnay,Kumeu River,High
82411,US,"Hailing from vines planted in 1918 when the Los Angeles area was the state's top vineyard zone, this bottling shows elegant blackberry meringue, lavender chiffon and hedonistic fudge on the nose. Purple flowers also show on the palate, as do Earl Grey tea, plum rinds and black-pepper notes.",Monga Zin Lopez Vineyard Old Vine,91,21.0,California,Cucamonga Valley,South Coast,Matt Kettmann,@mattkettmann,Carol Shelton 2013 Monga Zin Lopez Vineyard Old Vine Zinfandel (Cucamonga Valley),Zinfandel,Carol Shelton,High
16504,US,"The wine feels overworked, with oak used to make it richer. The result is dry, tart and thin, except for all that buttered toast.",Estate,85,50.0,California,Rutherford,Napa,,,D.R. Stephens 2012 Estate Chardonnay (Rutherford),Chardonnay,D.R. Stephens,Low
45673,Italy,"Made with Cabernet Sauvignon, Merlot, Cabernet Franc and a drop of Petit Verdot, this structured red opens with aromas of exotic spice, pressed flower, dark berry and graphite. The concentrated palate offers black cherry, crushed plum, espresso and licorice. Round, smooth tannins balance the rich flavors.",,92,102.0,Tuscany,Bolgheri Superiore,,Kerin O’Keefe,@kerinokeefe,Guado al Tasso 2012  Bolgheri Superiore,Red Blend,Guado al Tasso,High
71522,France,"Fresh and fragrant, this is a lively, bright and tangy wine. With crisp acidity and raspberry fruit that is twisted with orange peel it is ready to drink.",,85,11.0,Bordeaux,Bordeaux Rosé,,Roger Voss,@vossroger,Château de Blaignac 2015 Rosé (Bordeaux Rosé),Rosé,Château de Blaignac,Low
64940,France,"Named after the 18th Century Russian tsar, Peter the Great, this wine is tannic and structured, with a fine balance of black fruit. The Merlot in the blend, which softens the Malbec, has also added a strongly rich and fruity character. Drink from 2019.",Cuvée Tsar Pierre le Grand,91,20.0,Southwest France,Cahors,,Roger Voss,@vossroger,Château Eugénie 2015 Cuvée Tsar Pierre le Grand Malbec-Merlot (Cahors),Malbec-Merlot,Château Eugénie,High
80756,Argentina,"Sharp red-fruit aromas include notes of vinegar and asphalt. Angular and bumpy on the palate, this is tart and foxy tasting, with a sour, herbal finish.",,82,8.0,Other,Argentina,,Michael Schachner,@wineschach,Lost Vineyards NV Malbec-Bonarda (Argentina),Malbec-Bonarda,Lost Vineyards,Low
39653,France,"A fruity, ripe wine with lemon and pineapple flavors alongside a fine tang of citrus. It's beautifully marked with wood aging to give a rounded, rich mouthfeel. It also has the texture to mellow into a more nuanced wine in 4–5 years.",,94,,Bordeaux,Pessac-Léognan,,Roger Voss,@vossroger,Château Malartic-Lagravière 2010  Pessac-Léognan,Bordeaux-style White Blend,Château Malartic-Lagravière,High
65909,France,"This is a fine, juicy and fruity wine. It has some firm, smoky tannins that are in the background. With its fruitiness, it is likely to be a wine that is ready to drink soon, certainly by 2017.",,87,16.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château Donjon de Bruignac 2014  Bordeaux,Bordeaux-style Red Blend,Château Donjon de Bruignac,Low
67868,US,"Simple and a little vegetal, with asparagus and raspberry flavors.",Brooster Fighting Red,81,15.0,California,Paso Robles,Central Coast,,,Pomar Junction 2007 Brooster Fighting Red Red (Paso Robles),Red Blend,Pomar Junction,Low
3799,US,"A simple, sound, quaffing Sauvignon Blanc, with citrus and lemongrass flavors. Finishes a little sweet.",Somerston,83,24.0,California,Napa Valley,Napa,,,Priest Ranch 2009 Somerston Sauvignon Blanc (Napa Valley),Sauvignon Blanc,Priest Ranch,Low
19372,Spain,"Reddish in color and big on the bouquet, with sweet berry and cherry aromas. The palate is full and fun, with acidity and heavier, sweeter flavors of strawberry, raspberry and sweet plum. Handles its size well. Made from 80% Garnacha and 20% Graciano (for acidity).",Rosado,86,10.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Ilurce 2010 Rosado Rosé (Rioja),Rosé,Ilurce,Low
25896,US,Cherrylike aromas and crisp red cherry and cranberry flavors give this medium-bodied wine a tart and lean personality. It has firm tannins and a slightly astringent finish.,,85,10.0,California,California,California Other,Jim Gordon,@gordone_cellars,One Leaf 2013 Cabernet Sauvignon (California),Cabernet Sauvignon,One Leaf,Low
10572,US,"This wine has great potential to emerge as a classic in the years to come, but is a bit tightly wound right now. Hearty roasted plum and blackberry aromas are coated in smoke, chocolate shavings and subtle violet on the nose. The sip starts bright before the strong tannins take hold, hiding the dark berry and minty flavors.",Estrella,91,65.0,California,Santa Ynez Valley,Central Coast,Matt Kettmann,@mattkettmann,Zaca Mesa 2014 Estrella Syrah (Santa Ynez Valley),Syrah,Zaca Mesa,High
11154,US,"Named after neighboring winery owner Mike Etzel (Beaux Frères), this exceptional wine is brilliantly focused and rippling with muscular depth. The palate is etched with blackberry and black cherry fruit, immersed in lush vanilla, coffee and caramel tones. It's instantly gratifying, impossibly seductive and exceptional in every way.",Estate Vineyard Etzel Block,96,60.0,Oregon,Ribbon Ridge,Willamette Valley,Paul Gregutt,@paulgwine ,Patricia Green Cellars 2015 Estate Vineyard Etzel Block Pinot Noir (Ribbon Ridge),Pinot Noir,Patricia Green Cellars,High
41551,Italy,"Opening with aromas of crushed violet, ripe plum and black pepper, this is one Amarone that seamlessly combines a hefty structure with finesse. The ripe, savory palate doles out juicy black cherry, blackberry jam, licorice, cake spice and tobacco alongside firm, velvety tannins that lend it a polished texture. Drink 2017–2026.",,94,66.0,Veneto,Amarone della Valpolicella Classico,,Kerin O’Keefe,@kerinokeefe,Zenato 2011  Amarone della Valpolicella Classico,Red Blend,Zenato,High
10407,Austria,"Ripe Bosc pear with its textured peel sets the tone. An underlying base of luscious ripeness, is cut through with lively, zesty lemon freshness. It resonates with fruit at the very height of its expression: a pleasant edge of bitterness, ample texture, concentration and authenticity.",Kellerberg,94,55.0,Wachau,,,Anne Krebiehl MW,@AnneInVino,Pichler-Krutzler 2013 Kellerberg Riesling (Wachau),Riesling,Pichler-Krutzler,High
4147,US,"Much of the fruit for this wine comes from Napa's Mount Veeder, with additions from neighboring Sonoma County and other unidentified statewide sources. Even so, this shows a Napa-esque flair, bearing softly ripe blackberry and cassis flavors, with balance and richness. The winemakers and owners are the husband and wife team from Mount Veeder's Lagier-Meredith.",,91,35.0,California,California,California Other,,,Punch 2009 Cabernet Sauvignon (California),Cabernet Sauvignon,Punch,High
513,France,"This soft wine has a gentle texture and smooth white fruits. It is fruity and lightly perfumed. With its crisp edge of acidity, is totally ready to drink.",Grande Réserve du Président,85,15.0,Burgundy,Mâcon-Villages,,Roger Voss,@vossroger,Cave de Viré 2015 Grande Réserve du Président  (Mâcon-Villages),Chardonnay,Cave de Viré,Low
13493,Argentina,"Extracted, grapy aromas suggest raisin and prune but this wine is not overtly overripe. In the mouth, it is grabby and a bit raisiny. Rich, heady flavors of mocha, fig and prune finish with chunky weight. Drink through 2020.",Black,91,40.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Zolo 2012 Black Malbec (Mendoza),Malbec,Zolo,High
78055,Chile,"A super pungent style of SB that will knock you over with nettle, grapefruit, passion fruit and sweaty aromas. The palate is sheer and citric, with tight, angular flavors of lemon, lime, pineapple and green herbs. Zesty to the point of scouring, with jalapeño heat on the finish.",Secreto,86,14.0,Casablanca Valley,,,Michael Schachner,@wineschach,Viu Manent 2010 Secreto Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,Viu Manent,Low
20067,Chile,"This is a textbook Chilean Cabernet Sauvignon, with red fruit and rubber aromas in front of flavors of herb, peppery spice and berry fruit. It finishes quickly.",Queulat Gran Reserva Single Vineyard,87,15.0,Maipo Valley,,,Michael Schachner,@wineschach,Ventisquero 2009 Queulat Gran Reserva Single Vineyard Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,Ventisquero,Low
73346,Australia,"This is a bright, medium-bodied blend of 65% Shiraz, 31% Cabernet Sauvignon and 4% Malbec. Herbal notes on the nose suggest mint, thyme and bay leaf, layered over hints of cassis and red berries. Not overly tannic, this is a drink-now proposition.",The Barry Bros,87,20.0,South Australia,Clare Valley,,Joe Czerwinski,@JoeCz,Jim Barry 2015 The Barry Bros Red (Clare Valley),Red Blend,Jim Barry,Low
70419,US,"The main thing to know about this blend of undisclosed varieties is that it's not dry. It will appeal to consumers who like their white wines fruity and sugary, yet it's not really sweet enough to enjoy as a dessert sipper.",Great,82,20.0,California,California,California Other,,,Acronym 2011 Great White (California),White Blend,Acronym,Low
1348,Chile,"Hay, straw, match stick and minerally aromas outweigh this wine's fruit scents by a measurable margin. This is chunky and a bit soft in the mouth, a reflection of 2012's heat. And while it's round as a ball, it's slightly vegetal and bitter tasting on the palate, with grapefruit and bell pepper flavors.",Max Reserva,87,19.0,Aconcagua Valley,,,Michael Schachner,@wineschach,Errazuriz 2012 Max Reserva Sauvignon Blanc (Aconcagua Valley),Sauvignon Blanc,Errazuriz,Low
72901,Portugal,"While the wine is dry, there is a fruitiness to it coupled with a caramel flavor that certainly makes it seem sweeter. With a crisp aftertaste, the raspberry flavored wine is ready to drink.",Alandra,84,8.0,Portuguese Table Wine,,,Roger Voss,@vossroger,Herdade do Esporão 2016 Alandra Rosé (Portuguese Table Wine),Rosé,Herdade do Esporão,Low
70726,Italy,"This 100% Cabernet Sauvignon smells of cassis, underbrush and vanilla. It's easygoing and made to be enjoyed young, its black currant, licorice and cinnamon flavors smoothed with round tannins.",,86,10.0,Sicily & Sardinia,Sicilia,,Kerin O’Keefe,@kerinokeefe,Stemmari 2015 Cabernet Sauvignon (Sicilia),Cabernet Sauvignon,Stemmari,Low
2443,US,"Warren Dutton planted the first vineyard block of this Russian River Valley producer, the Pinot a combination of Dijon and Pommard clones. In the hands of new winemaker Jerome Chéry, the wine is exotic in spicy cinnamon and cardamom, earthy and herbal with layers of dark cherry.",Estate Bottled,91,55.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Fog Crest 2012 Estate Bottled Pinot Noir (Russian River Valley),Pinot Noir,Fog Crest,High
83811,US,"Minty and bright, this is a well-distributed Pinot that's a fair value, soft and easy to drink. Amidst mellowed oak, expect dark cherry and buoyed acidity with a finish of darker, earthy tones.",,87,19.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Sebastiani 2012 Pinot Noir (Sonoma Coast),Pinot Noir,Sebastiani,Low
8429,France,"This ripe, juicy wine offers blackberry flavors and young acidity. It is developing balance, fresh fruits and supporting tannins. The structure is integrating into the fruit, which will dominate if you wait to drink until 2017. The blend is 70% Merlot and 30% Cabernet Sauvignon.",Château La Fôret,87,20.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,VIgnobles Roux 2014 Château La Fôret  (Bordeaux Supérieur),Bordeaux-style Red Blend,VIgnobles Roux,Low
21611,US,"Zesty tangerine peel, apple and pear abound on this crisp, light-bodied Riesling. It's not a deeply concentrated wine but dry and spry. The finish is a touch earthy. Drink now.",Reserve,86,14.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Fulkerson 2016 Reserve Riesling (Finger Lakes),Riesling,Fulkerson,Low
11558,US,"From an area better known for red wines, this bottling by Paso Robles-based Jeremy Weintraub shows the strong white wine potential of this new Santa Barbara County appellation. Aromas of peach, cherimoya and white truffle cream lead into a waxy, restrained palate that shows golden flesh fruit, beeswax, a bit of yogurt and a minerally snap.",Larner Vineyard,92,40.0,California,Ballard Canyon,Central Coast,Matt Kettmann,@mattkettmann,Site 2013 Larner Vineyard Viognier (Ballard Canyon),Viognier,Site,High
13356,US,"Big, big, big! This is a mountain-grown Bordeaux blend, based on Cabernet Sauvignon, and it's tremendous all around. Explodes in jammy blackberries, blueberries, currants, cherries and mocha, and the tannins are strong, but refined. Combines elegance and power, and should develop over the next 6–8 years.",Buck Pasture,93,50.0,California,Rockpile,Sonoma,,,Mauritson 2007 Buck Pasture Red (Rockpile),Red Blend,Mauritson,High
4041,Portugal,"Now golden in color, this intense wine is very fine indeed. Acidity, concentration and wood from the long aging all come together to give a Port that is dry while very rich, with just a hint of orange marmalade flavor. Drink now.",30 Year Old White,93,99.0,Port,,,Roger Voss,@vossroger,Quevedo NV 30 Year Old White  (Port),Port,Quevedo,High
76228,Austria,"A touch of lemon zest, a hint of lime, a suspicion of yeast: the nose of this wine is fresh and restrained. Light but juicy, the body ripples with refreshing ease across the tongue. It's a slender, pure and uplifting wine with zestiness and enduring, almost-weightless freshness.",Terrassen Federspiel,92,24.0,Wachau,,,Anne Krebiehl MW,@AnneInVino,Tegernseerhof 2016 Terrassen Federspiel Riesling (Wachau),Riesling,Tegernseerhof,High
32080,US,"Quady North's Flagship is what the owners consider the best lot of wine of the year, and this year they've chosen this superb Syrah. Whiffs of earth and bud, roasted meat and licorice fill the nose, with flavors following. The fruit is like brandy-soaked cherries, wrapped in all the roasted, earthy, organic layers. Tasted even better after being open for 24 hours.",Flagship,93,65.0,Oregon,Applegate Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Quady North 2006 Flagship Syrah (Applegate Valley),Syrah,Quady North,High
6128,Chile,"You can't compare Borobo to anything else because what else is a blend of Carmenère, Cab Sauvignon, Syrah and Pinot Noir? Overall, this is a polished wine with tobacco, balsam wood and cedary berry aromas. The palate is soft and rich, with mellow tannins. Flavors of spice, berry and plum are slightly baked, and the finish keeps the mellow, fruity vibe going. Drink through 2018.",Borobo,92,85.0,Rapel Valley,,,Michael Schachner,@wineschach,Lapostolle 2010 Borobo Red (Rapel Valley),Red Blend,Lapostolle,High
66354,US,"Juicy at first, this wine begins to dull on the palate, offering not much in terms of flavor, with plenty of powerful tannin.",,83,24.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Owl Ridge 2012 Syrah (Russian River Valley),Syrah,Owl Ridge,Low
82528,US,"This is a compelling wine with aromas of coffee, dried herbs, cherry and barrel spices. It wins over on finesse rather than power but shows more than ample amounts of both. There's enough structure that it will benefit from some time in the cellar. It will be best from 2019–2027.",,93,99.0,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Doubleback 2012 Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Doubleback,High
46092,US,"From a tiny, organically farmed vineyard outside of Occidental, this wine is dense in earth, with a brambly nose of wild cherry and cranberry. Salty and herbal, it retains plenty of acidity on the light-bodied palate, offering a mix of cinnamon and tangerine on the finish.",Doc's Ranch Vineyard,92,68.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Red Car 2012 Doc's Ranch Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Red Car,High
5688,US,"Bright and ready-to-burst flavors of raspberry and just-ripe cranberry show on the nose of this bottling that also features tartness and graphite minerality alongside vanilla and baking spice. More of an underripe character shows on the forest-floor palate, where thyme and marjoram mix with tangy red fruit, pine needle and juniper.",Dijon Clones Selection,93,29.0,California,Edna Valley,Central Coast,Matt Kettmann,@mattkettmann,Wolff 2013 Dijon Clones Selection Pinot Noir (Edna Valley),Pinot Noir,Wolff,High
58006,US,"Tastes too oaky and extracted, making the sweet wood, butterscotch, pear jam, peach cobbler and pineapple custard flavors a little obvious. But it will satisfy fans of this style.",,85,35.0,California,Russian River Valley,Sonoma,,,Davis Family 2006 Chardonnay (Russian River Valley),Chardonnay,Davis Family,Low
81326,France,"This is a rich, rounded wine, yet it also expresses a tight texture and nervy acidity. The toast influence is still dominating, although the fruitiness of this ripe selection is also showing. With its weight and structure, this is a prime candidate to age for several years.",Charmes Premier Cru,92,105.0,Burgundy,Meursault,,Roger Voss,@vossroger,Olivier Leflaive 2010 Charmes Premier Cru  (Meursault),Chardonnay,Olivier Leflaive,High
35022,Italy,"A blend of Nero di Troia and Cabernet Sauvignon, this conveys aromas of scorched earth, cedar, black currant, leather and game. The palate is showing some age, offering dried plum, mature blackberry, graphite, roasted coffee bean and licorice but not much fruit richness. It finishes on an astringent note.",Kebir,86,25.0,Southern Italy,Puglia,,Kerin O’Keefe,@kerinokeefe,Torrevento 2009 Kebir Red (Puglia),Red Blend,Torrevento,Low
31200,US,"Wonderful purity is on display in this mineral-driven, tart, racy and expressive Syrah from the estate vineyard. The bright and tangy berry flavors may strike some palates as a bit on the sour side, but there is more than enough ripeness here for most. This is succulent and classy.",Defiance Vineyard,91,30.0,Washington,Lake Chelan,Columbia Valley,Paul Gregutt,@paulgwine ,Nefarious 2010 Defiance Vineyard Syrah (Lake Chelan),Syrah,Nefarious,High
2080,Italy,The simple bouquet is dominated by white rose and peach blossom aromas. This shows a nice quality of creamy effervescence as well.,,86,,Veneto,Conegliano Valdobbiadene Prosecco Superiore,,,,Canella NV  Conegliano Valdobbiadene Prosecco Superiore,Glera,Canella,Low
83776,Italy,"Riserva Poggio Rosso opens with a beautifully luminous color and offers bright cherry aromas backed by spice, leather and liquid smoke. The wine's success is in part due to the 10% component of Pugnitello, which is a robust and concentrated grape that San Felice has developed steadily over the years.",Poggio Rosso Riserva,91,,Tuscany,Chianti Classico,,,,San Felice 2004 Poggio Rosso Riserva  (Chianti Classico),Sangiovese,San Felice,High
35465,US,"Medium bodied and not too tannic, this enjoyable wine has vanilla and cedar aromas, moderate plum flavors and an almost soft mouthfeel.",Valley View Vineyard,86,18.0,California,California,California Other,Jim Gordon,@gordone_cellars,Grindstone 2014 Valley View Vineyard Cabernet Sauvignon (California),Cabernet Sauvignon,Grindstone,Low
71933,US,". Unfortunately, 1998 was not 1997, when this bottling was very good. This vintage is less ripe, and so the wine has some green aromas and flavors, in addition to  blackberry. That makes the tannins stick out more. There's nothing to contain them, but if you pair it with the right, rich foods, it will be just fine. —S.H.",Massara,85,25.0,California,Sonoma Valley,Sonoma,,,Kenwood 1998 Massara Merlot (Sonoma Valley),Merlot,Kenwood,Low
50774,France,"Manuel Olivier has an obvious interest in this lesser-known white grape. And with this wine— fresh, crisp, lively—he brings out all the green apple and bright, nervy acidity.",,87,15.0,Burgundy,Bourgogne Aligoté,,Roger Voss,@vossroger,Manuel Olivier 2010  Bourgogne Aligoté,Aligoté,Manuel Olivier,Low
23028,Austria,"Pure lemon zest mingles with peppery pungency and makes for pepper-speckled refreshment. Linearity and focus abound and this wine is so lively, it seems to fast-forwarded into the future.",Berg Vogelsang,92,34.0,Kamptal,,,Anne Krebiehl MW,@AnneInVino,Bründlmayer 2013 Berg Vogelsang Grüner Veltliner (Kamptal),Grüner Veltliner,Bründlmayer,High
76432,France,"Like with so many rosés, the grapes were harvested in the early morning to bring in fruit at its freshest. The result, even with a rich wine like this, is a crisp, crackling character that gives life and poise. The aftertaste sings of acidity.",,87,19.0,Provence,Coteaux d'Aix-en-Provence,,Roger Voss,@vossroger,Château Paradis 2015 Rosé (Coteaux d'Aix-en-Provence),Rosé,Château Paradis,Low
18871,Romania,"While floral and fruity on the nose with juicy white peach, lemon and orange blossom notes, the palate is all Sauvignon Blanc, full of ripe gooseberries and a green, grassy backdrop. Refreshingly high in acid, yet ends on a soft peach candy note. Pretty remarkable for $7.",Dreamfish,86,7.0,Viile Timisului,,,Anna Lee C. Iijima,,Cramele Recas 2010 Dreamfish Sauvignon Blanc (Viile Timisului),Sauvignon Blanc,Cramele Recas,Low
72308,Argentina,"Salentein's wines have never been better than over the last few vintages. This Malbec-heavy blend is rich, with aromatic notes of raisin, prune, licorice and almond candy. A full, tannic and slightly bumpy palate holds impressive flavors of cassis, black plum, blackberry, toast and peppercorn. On the finish, coffee, toast, mocha, licorice and cassis flavors are deep and delicious. Drink through 2026.",Numina Spirit Vineyard Gran Corte,93,41.0,Mendoza Province,Valle de Uco,,Michael Schachner,@wineschach,Salentein 2014 Numina Spirit Vineyard Gran Corte Red (Valle de Uco),Red Blend,Salentein,High
44918,Portugal,"An intense wine. it has a cool feel from its 900-foot-high vineyards. Plenty of acidity keeps it fresh and fruity, bringing out flavors of black currant as well as spicy wood. It could age a year, so wait until 2015.",Colleja,87,11.0,Douro,,,Roger Voss,@vossroger,Wines & Winemakers 2012 Colleja Red (Douro),Portuguese Red,Wines & Winemakers,Low
29237,US,"Dusty cedar and Bourbon-barrel notes dominate fruit on this unusual blend of New York Blaufränkisch and California Valdiguié, Petit Verdot and Syrah grapes. It's a delicate, wispy wine, with faint streaks of crisp red cherry and plum, but it finishes warmly on a vanilla spice note.",Super Hudson,85,19.0,America,,,Anna Lee C. Iijima,,Cereghino Smith 2012 Super Hudson Red (America),Red Blend,Cereghino Smith,Low
81347,US,"This Pinot Noir is softer and more approachable than many of Swan's other new releases, so it's probably not as age worthy. But it feels smooth on the palate, and the flavors of raspberry cream, cherry pie and buttered toast are luscious.",Saralee's Vineyard,92,35.0,California,Russian River Valley,Sonoma,,,Joseph Swan Vineyards 2009 Saralee's Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Joseph Swan Vineyards,High
60988,France,"Soft and ripe, this is Chardonnay at its simplest. It has melon and pear flavors, light acidity and a rounded texture. Drink this easy wine now.",,84,12.0,France Other,Vin de France,,Roger Voss,@vossroger,Le Petit Panier 2012 Chardonnay (Vin de France),Chardonnay,Le Petit Panier,Low
46106,France,"Continuing the impressive improvements at this château even in a tough year, this wine is ripe, full of structured tannins and blackberry fruits. It is fresh, a sign of the vintage, but it has concentration as well. The wine will age well over the medium term, so drink from 2019.",,92,,Bordeaux,Pauillac,,Roger Voss,@vossroger,Château Duhart Milon 2013  Pauillac,Bordeaux-style Red Blend,Château Duhart Milon,High
43521,US,"Red cherry, crushed gravel and a defined oak scent show on the nose. The sip starts with fresh yet dark red fruit, leads into a vanilla-laced, slightly sweet midpalate, and finishes on a touch of charred beef.",,86,16.0,California,Monterey County,Central Coast,Matt Kettmann,@mattkettmann,Las Palmeras 2013 Cabernet Sauvignon (Monterey County),Cabernet Sauvignon,Las Palmeras,Low
57929,Spain,"For everyday drinking, one can't go wrong with this bright, fruity Tempranillo that's defined by unadulterated cherry, raspberry and plum aromas and flavors. This is a mild, fruit-filled wine that's clean and defines good value.",,87,9.0,Northern Spain,Navarra,,Michael Schachner,@wineschach,Vega Sindoa 2011 Tempranillo (Navarra),Tempranillo,Vega Sindoa,Low
43613,Spain,"A bit rubbery and earthy at first but with time it develops, yielding syrupy berry aromas, woodsy oak notes and dried cheese. The palate feel is deep, lush and silky smooth, while it tastes of ripe berry, coconut and vanilla. Softer than some, with a lush texture that will allow for near-term drinking.",,91,24.0,Northern Spain,Bierzo,,Michael Schachner,@wineschach,Pittacum 2007 Mencía (Bierzo),Mencía,Pittacum,High
30056,Portugal,"A 30-year-old tawny that shows great intensity and rich dried fruits and honey as well as the woody flavors from long aging in barrel. It's a very fine wine, dry in character with touches of bitter marmalade and finished with intense acidity. Like all tawnies, the wine is ready to drink.",30 Years Old Tawny,94,142.0,Port,,,Roger Voss,@vossroger,Quinta do Vallado NV 30 Years Old Tawny  (Port),Port,Quinta do Vallado,High
12795,France,"A smooth, fruity wine, with fine red-cherry flavors and very soft tannins. It is spoiled by a banana flavor that intrudes into the fresh fruit.",Domaine du Buyats,84,,Beaujolais,Régnié,,Roger Voss,@vossroger,Georges Duboeuf 2009 Domaine du Buyats  (Régnié),Gamay,Georges Duboeuf,Low
78371,France,"Heavy extraction has given the wine a dark, bitter-chocolate character along with a serious amount of toast flavors. The result is a wine that is tough and only hinting at the fruit. It will probably soften as it develops although that firm wood character will likely remain. Drink from 2018.",,86,26.0,Bordeaux,Montagne-Saint-Émilion,,Roger Voss,@vossroger,Château Faizeau 2013  Montagne-Saint-Émilion,Bordeaux-style Red Blend,Château Faizeau,Low
6560,US,"Extremely dark in color and nearly opaque, this bottling shows dried violet, lilac and lavender scents, along with a charred black currant essence that's rich but not sweet. Prominent acidity and soft but structured tannins present roasted black fruit and baking spice flavors. Drink 2019–2030.",The Golden Road Yankowski Weeks Vineyard,95,52.0,California,North Coast,,Matt Kettmann,@mattkettmann,Paix Sur Terre 2015 The Golden Road Yankowski Weeks Vineyard Monastrell,Monastrell,Paix Sur Terre,High
10774,US,"A simple, easy wine to drink, crisp and slightly sweet in orange, lime, peach and pear flavors.",The Birdman,84,10.0,California,California,California Other,,,Big House 2010 The Birdman Pinot Grigio (California),Pinot Grigio,Big House,Low
6384,France,"Strong new wood and black fruit aromas suggest the power and character of this full, rich wine. From a single parcel, it has concentration, density and a wonderful mix of smooth wood-based flavors and more rugged fruits and tannins. Age this wine and don't drink before 2017.",Les Gendres Parcelle no A307,93,,Southwest France,Côtes de Bergerac,,Roger Voss,@vossroger,Château Tour des Gendres 2010 Les Gendres Parcelle no A307 Merlot (Côtes de Bergerac),Merlot,Château Tour des Gendres,High
